Algorithm,Episode,Average_Reward,Episode_Length
sarsa,1539,-248.79272254710853,164
sarsa,1540,-248.74220779220778,171
sarsa,1541,-248.7443218689163,252
sarsa,1542,-248.6822308690013,153
sarsa,1543,-248.67790019442643,242
sarsa,1544,-248.61593264248705,153
sarsa,1545,-248.57216828478965,181
sarsa,1546,-248.51164294954722,155
sarsa,1547,-248.5119586296057,249
sarsa,1548,-248.46124031007753,170
sarsa,1549,-248.44932214331828,230
sarsa,1550,-248.38967741935483,156
sarsa,1551,-248.33526756931013,164
sarsa,1552,-248.28028350515464,163
sarsa,1553,-248.2202189311011,155
sarsa,1554,-248.17438867438867,177
sarsa,1555,-248.11254019292605,152
sarsa,1556,-248.05205655526993,154
sarsa,1557,-247.99486191393706,159
sarsa,1558,-247.93260590500643,151
sarsa,1559,-247.87299550994226,155
sarsa,1560,-247.8121794871795,153
sarsa,1561,-247.75400384368993,157
sarsa,1562,-247.69526248399487,156
sarsa,1563,-247.6340371081254,152
sarsa,1564,-247.57480818414322,155
sarsa,1565,-247.51693290734823,157
sarsa,1566,-247.45849297573434,156
sarsa,1567,-247.39885130823228,154
sarsa,1568,-247.3341836734694,146
sarsa,1569,-247.2797960484385,162
sarsa,1570,-247.2203821656051,154
sarsa,1571,-247.15913430935709,151
sarsa,1572,-247.09923664122138,153
sarsa,1573,-247.0400508582327,154
sarsa,1574,-246.98030495552732,153
sarsa,1575,-246.92126984126983,154
sarsa,1576,-246.86167512690355,153
sarsa,1577,-246.80405833861764,156
sarsa,1578,-246.7465145754119,156
sarsa,1579,-246.68777707409754,154
sarsa,1580,-246.63101265822786,157
sarsa,1581,-246.5774826059456,162
sarsa,1582,-246.51959544879898,155
sarsa,1583,-246.45799115603285,149
sarsa,1584,-246.39583333333334,148
sarsa,1585,-246.33627760252367,152
sarsa,1586,-246.27364438839848,147
sarsa,1587,-246.21424070573408,152
sarsa,1588,-246.15491183879092,152
sarsa,1589,-246.09754562618,155
sarsa,1590,-246.03459119496856,146
sarsa,1591,-245.97171590194847,146
sarsa,1592,-245.90829145728642,145
sarsa,1593,-245.85059635907095,154
sarsa,1594,-245.79171894604767,152
sarsa,1595,-245.73228840125392,151
sarsa,1596,-245.671679197995,149
sarsa,1597,-245.6111458985598,149
sarsa,1598,-245.5531914893617,153
sarsa,1599,-245.49155722326455,147
sarsa,1600,-245.430625,148
sarsa,1601,-245.37101811367896,150
sarsa,1602,-245.3114856429463,150
sarsa,1603,-245.252027448534,150
sarsa,1604,-245.1938902743142,152
sarsa,1605,-245.13582554517134,152
sarsa,1606,-245.08219178082192,159
sarsa,1607,-245.01929060360922,144
sarsa,1608,-244.9589552238806,148
sarsa,1609,-244.8980733374767,147
sarsa,1610,-244.83913043478262,150
sarsa,1611,-244.7808814400993,151
sarsa,1612,-244.7196029776675,146
sarsa,1613,-244.66460012399256,156
sarsa,1614,-244.60346964064436,146
sarsa,1615,-244.5424148606811,146
sarsa,1616,-244.4839108910891,150
sarsa,1617,-244.4230055658627,146
sarsa,1618,-244.3627935723115,147
sarsa,1619,-244.30142063001853,145
sarsa,1620,-244.24197530864197,148
sarsa,1621,-244.18445404071562,151
sarsa,1622,-244.12638717632552,150
sarsa,1623,-244.06469500924214,144
sarsa,1624,-244.0043103448276,146
sarsa,1625,-243.94830769230768,153
sarsa,1626,-243.88683886838868,144
sarsa,1627,-243.82851874615858,149
sarsa,1628,-243.76965601965603,148
sarsa,1629,-243.70902394106815,145
sarsa,1630,-243.64601226993864,141
sarsa,1631,-243.58798283261802,149
sarsa,1632,-243.52573529411765,142
sarsa,1633,-243.470300061237,153
sarsa,1634,-243.40697674418604,140
sarsa,1635,-243.34311926605506,139
sarsa,1636,-243.28911980440097,155
sarsa,1637,-243.22968845448992,146
sarsa,1638,-243.17155067155068,148
sarsa,1639,-243.11592434411227,152
sarsa,1640,-243.0670731707317,163
sarsa,1641,-243.01035953686775,150
sarsa,1642,-242.9506699147381,145
sarsa,1643,-242.89105295191723,145
sarsa,1644,-242.8339416058394,149
sarsa,1645,-242.77629179331308,148
sarsa,1646,-242.71810449574727,147
sarsa,1647,-242.6575591985428,143
sarsa,1648,-242.5989077669903,146
sarsa,1649,-242.53608247422682,139
sarsa,1650,-242.4739393939394,140
sarsa,1651,-242.42277407631738,158
sarsa,1652,-242.36501210653753,147
sarsa,1653,-242.30611010284332,145
sarsa,1654,-242.2496977025393,149
sarsa,1655,-242.20543806646526,169
sarsa,1656,-242.14734299516908,146
sarsa,1657,-242.08992154496076,147
sarsa,1658,-242.03558504221954,152
sarsa,1659,-241.9789029535865,148
sarsa,1660,-241.91746987951808,140
sarsa,1661,-241.85671282360025,141
sarsa,1662,-241.79783393501805,144
sarsa,1663,-241.74143114852677,148
sarsa,1664,-241.6814903846154,142
sarsa,1665,-241.62882882882883,154
sarsa,1666,-241.56842737094837,141
sarsa,1667,-241.50629874025194,138
sarsa,1668,-241.45383693045562,154
sarsa,1669,-241.3984421809467,149
sarsa,1670,-241.33892215568864,142
sarsa,1671,-241.2854578096948,152
sarsa,1672,-241.22966507177034,148
sarsa,1673,-241.17872086072924,156
sarsa,1674,-241.1194743130227,142
sarsa,1675,-241.0620895522388,145
sarsa,1676,-241.00119331742243,139
sarsa,1677,-240.943351222421,144
sarsa,1678,-240.9404052443385,236
sarsa,1679,-240.8868374032162,151
sarsa,1680,-240.83035714285714,146
sarsa,1681,-240.76918500892327,138
sarsa,1682,-240.71343638525565,147
sarsa,1683,-240.65656565656565,145
sarsa,1684,-240.60510688836104,154
sarsa,1685,-240.59821958456973,229
sarsa,1686,-240.54211150652432,146
sarsa,1687,-240.54297569650268,242
sarsa,1688,-240.49466824644549,159
sarsa,1689,-240.4558910597987,175
sarsa,1690,-240.41952662721894,179
sarsa,1691,-240.41927853341218,240
sarsa,1692,-240.37234042553192,161
sarsa,1693,-240.31541642055524,144
sarsa,1694,-240.2638724911452,153
sarsa,1695,-240.26194690265487,237
sarsa,1696,-240.22287735849056,174
sarsa,1697,-240.16853270477313,148
sarsa,1698,-240.11012956419316,141
sarsa,1699,-240.10476751030018,231
sarsa,1700,-240.11588235294118,259
sarsa,1701,-240.06584362139918,155
sarsa,1702,-240.01468860164513,153
sarsa,1703,-239.96007046388726,147
sarsa,1704,-239.95011737089203,223
sarsa,1705,-239.94545454545454,232
sarsa,1706,-239.93962485345838,230
sarsa,1707,-239.88752196836555,151
sarsa,1708,-239.83665105386416,153
sarsa,1709,-239.83031012287887,229
sarsa,1710,-239.8233918128655,228
sarsa,1711,-239.77966101694915,165
sarsa,1712,-239.77920560747663,239
sarsa,1713,-239.73788674839463,169
sarsa,1714,-239.69369894982498,164
sarsa,1715,-239.6927113702624,238
sarsa,1716,-239.68706293706293,230
sarsa,1717,-239.68316831683168,233
sarsa,1718,-239.67869615832365,232
sarsa,1719,-239.63118091913904,158
sarsa,1720,-239.63313953488372,243
sarsa,1721,-239.58454386984312,156
sarsa,1722,-239.58536585365854,241
sarsa,1723,-239.52640742890307,138
sarsa,1724,-239.46867749419954,140
sarsa,1725,-239.45797101449276,221
sarsa,1726,-239.45944380069525,242
sarsa,1727,-239.45222929936307,227
sarsa,1728,-239.44965277777777,235
sarsa,1729,-239.3956043956044,146
sarsa,1730,-239.38786127167631,226
sarsa,1731,-239.3841709994223,233
sarsa,1732,-239.3810623556582,234
sarsa,1733,-239.33410271206,158
sarsa,1734,-239.32525951557093,224
sarsa,1735,-239.3077809798271,209
sarsa,1736,-239.25921658986175,155
sarsa,1737,-239.20322394933794,142
sarsa,1738,-239.19735327963176,229
sarsa,1739,-239.18861414606096,224
sarsa,1740,-239.1793103448276,223
sarsa,1741,-239.16829408385985,220
sarsa,1742,-239.17451205510906,250
sarsa,1743,-239.16924842226047,230
sarsa,1744,-239.170871559633,242
sarsa,1745,-239.1621776504298,224
sarsa,1746,-239.15750286368842,231
sarsa,1747,-239.14081282198055,210
sarsa,1748,-239.14931350114418,254
sarsa,1749,-239.11034877072612,171
sarsa,1750,-239.072,172
sarsa,1751,-239.02284408909196,153
sarsa,1752,-238.9834474885845,170
sarsa,1753,-238.93896177980605,161
sarsa,1754,-238.89737742303308,166
sarsa,1755,-238.87122507122507,193
sarsa,1756,-238.83086560364464,168
sarsa,1757,-238.7831531018782,155
sarsa,1758,-238.73947667804322,162
sarsa,1759,-238.69243888573052,156
sarsa,1760,-238.64659090909092,158
sarsa,1761,-238.60193072118113,160
sarsa,1762,-238.55788876276958,161
sarsa,1763,-238.51106069200227,156
sarsa,1764,-238.4625850340136,153
sarsa,1765,-238.41529745042493,155
sarsa,1766,-238.3691959229898,157
sarsa,1767,-238.32427843803055,159
sarsa,1768,-238.27828054298644,157
sarsa,1769,-238.23233465234597,157
sarsa,1770,-238.1858757062147,156
sarsa,1771,-238.14116318464144,159
sarsa,1772,-238.09424379232505,155
sarsa,1773,-238.05019740552734,160
sarsa,1774,-238.00789177001127,163
sarsa,1775,-237.96338028169015,159
sarsa,1776,-237.9177927927928,157
sarsa,1777,-237.87225661226788,157
sarsa,1778,-237.82958380202476,162
sarsa,1779,-237.7858347386172,160
sarsa,1780,-237.74550561797753,166
sarsa,1781,-237.7018528916339,160
sarsa,1782,-237.65768799102133,159
sarsa,1783,-237.61076836791923,154
sarsa,1784,-237.56670403587444,159
sarsa,1785,-237.52380952380952,161
sarsa,1786,-237.4787234042553,157
sarsa,1787,-237.43872411863458,166
sarsa,1788,-237.39653243847874,162
sarsa,1789,-237.3538289547233,161
sarsa,1790,-237.31508379888268,168
sarsa,1791,-237.27303182579564,162
sarsa,1792,-237.22600446428572,153
sarsa,1793,-237.1846068042387,163
sarsa,1794,-237.14102564102564,159
sarsa,1795,-237.09805013927576,160
sarsa,1796,-237.05734966592428,164
sarsa,1797,-237.01502504173624,161
sarsa,1798,-236.97052280311456,157
sarsa,1799,-236.92884936075598,162
sarsa,1800,-236.885,158
sarsa,1801,-236.84286507495835,161
sarsa,1802,-236.80022197558267,160
sarsa,1803,-236.7587354409318,162
sarsa,1804,-236.7189578713969,165
sarsa,1805,-236.6747922437673,157
sarsa,1806,-236.62846068660022,153
sarsa,1807,-236.58439402324294,157
sarsa,1808,-236.53926991150442,155
sarsa,1809,-236.49695964621338,160
sarsa,1810,-236.45027624309392,152
sarsa,1811,-236.4041965764771,153
sarsa,1812,-236.36203090507726,160
sarsa,1813,-236.32818532818533,175
sarsa,1814,-236.28390297684675,156
sarsa,1815,-236.2451790633609,166
sarsa,1816,-236.20154185022025,157
sarsa,1817,-236.16400660429278,168
sarsa,1818,-236.12266226622663,161
sarsa,1819,-236.08081363386475,160
sarsa,1820,-236.03736263736263,157
sarsa,1821,-235.99505766062603,159
sarsa,1822,-235.9495060373216,153
sarsa,1823,-235.90126165661,148
sarsa,1824,-235.85745614035088,156
sarsa,1825,-235.81095890410958,151
sarsa,1826,-235.763417305586,149
sarsa,1827,-235.72577996715927,167
sarsa,1828,-235.67997811816193,152
sarsa,1829,-235.63422635319847,152
sarsa,1830,-235.59016393442624,155
sarsa,1831,-235.54505734571273,153
sarsa,1832,-235.50218340611355,157
sarsa,1833,-235.45717403164213,153
sarsa,1834,-235.4198473282443,167
sarsa,1835,-235.37820163487737,159
sarsa,1836,-235.33496732026143,156
sarsa,1837,-235.2917800762112,156
sarsa,1838,-235.24700761697497,153
sarsa,1839,-235.20500271886894,158
sarsa,1840,-235.1646739130435,161
sarsa,1841,-235.12275936990767,158
sarsa,1842,-235.07980456026058,156
sarsa,1843,-235.0374389582203,157
sarsa,1844,-234.9945770065076,156
sarsa,1845,-234.95447154471546,161
sarsa,1846,-234.90845070422534,150
sarsa,1847,-234.86410395235518,153
sarsa,1848,-234.81926406926408,152
sarsa,1849,-234.77447268793944,152
sarsa,1850,-234.72972972972974,152
sarsa,1851,-234.68503511615344,152
sarsa,1852,-234.64092872570194,153
sarsa,1853,-234.59633027522935,152
sarsa,1854,-234.55609492988134,160
sarsa,1855,-234.51159029649597,152
sarsa,1856,-234.50808189655172,228
sarsa,1857,-234.5013462574044,222
sarsa,1858,-234.45640473627557,151
sarsa,1859,-234.4147391070468,157
sarsa,1860,-234.3768817204301,164
sarsa,1861,-234.33799032778077,162
sarsa,1862,-234.29806659505908,160
sarsa,1863,-234.25389157273216,152
sarsa,1864,-234.21190987124464,156
sarsa,1865,-234.16943699731902,155
sarsa,1866,-234.16398713826368,224
sarsa,1867,-234.12426352437066,160
sarsa,1868,-234.08618843683084,163
sarsa,1869,-234.04387372926698,155
sarsa,1870,-234.0005347593583,153
sarsa,1871,-233.99679315873865,227
sarsa,1872,-233.95299145299145,152
sarsa,1873,-233.91297383876133,159
sarsa,1874,-233.86979722518677,153
sarsa,1875,-233.8288,157
sarsa,1876,-233.7862473347548,154
sarsa,1877,-233.77943526904636,221
sarsa,1878,-233.7353567625133,151
sarsa,1879,-233.69238956891965,153
sarsa,1880,-233.64734042553192,149
sarsa,1881,-233.6007442849548,146
sarsa,1882,-233.56004250797025,157
sarsa,1883,-233.51885289431758,156
sarsa,1884,-233.473991507431,149
sarsa,1885,-233.43076923076924,152
sarsa,1886,-233.38547189819724,148
sarsa,1887,-233.34128245892953,150
sarsa,1888,-233.29819915254237,152
sarsa,1889,-233.29698253043938,231
sarsa,1890,-233.25343915343916,151
sarsa,1891,-233.2083553675304,148
sarsa,1892,-233.16807610993658,157
sarsa,1893,-233.12044374009508,143
sarsa,1894,-233.0739176346357,145
sarsa,1895,-233.0311345646438,152
sarsa,1896,-232.98628691983123,148
sarsa,1897,-232.94043226146547,146
sarsa,1898,-232.89357218124343,144
sarsa,1899,-232.84992101105846,150
sarsa,1900,-232.8057894736842,149
sarsa,1901,-232.7611783271962,148
sarsa,1902,-232.7155625657203,146
sarsa,1903,-232.7099316868103,222
sarsa,1904,-232.66596638655463,149
sarsa,1905,-232.6220472440945,149
sarsa,1906,-232.57922350472194,151
sarsa,1907,-232.5322496067121,143
sarsa,1908,-232.48846960167714,149
sarsa,1909,-232.44316396018857,146
sarsa,1910,-232.39528795811518,141
sarsa,1911,-232.34850863422292,143
sarsa,1912,-232.30230125523013,144
sarsa,1913,-232.25614218504967,144
sarsa,1914,-232.21055381400208,145
sarsa,1915,-232.16553524804178,146
sarsa,1916,-232.12265135699374,150
sarsa,1917,-232.08398539384456,158
sarsa,1918,-232.03910323253388,146
sarsa,1919,-231.99531005732152,148
sarsa,1920,-231.94739583333333,140
sarsa,1921,-231.90265486725664,146
sarsa,1922,-231.89021852237252,208
sarsa,1923,-231.8424336973479,140
sarsa,1924,-231.7952182952183,141
sarsa,1925,-231.75116883116883,147
sarsa,1926,-231.74610591900313,222
sarsa,1927,-231.71562013492476,173
sarsa,1928,-231.66908713692945,142
sarsa,1929,-231.6210471747019,139
sarsa,1930,-231.57668393782384,146
sarsa,1931,-231.5655100983946,210
sarsa,1932,-231.5175983436853,139
sarsa,1933,-231.4707708225556,141
sarsa,1934,-231.46690796277147,224
sarsa,1935,-231.42273901808787,146
sarsa,1936,-231.37654958677686,142
sarsa,1937,-231.33040784718636,142
sarsa,1938,-231.28482972136223,143
sarsa,1939,-231.23826714801444,141
sarsa,1940,-231.19329896907217,144
sarsa,1941,-231.1561051004637,159
sarsa,1942,-231.1096807415036,141
sarsa,1943,-231.06433350488933,143
sarsa,1944,-231.02006172839506,145
sarsa,1945,-230.9763496143959,146
sarsa,1946,-230.931654676259,144
sarsa,1947,-230.92706728299947,222
sarsa,1948,-230.8947638603696,168
sarsa,1949,-230.8512057465367,146
sarsa,1950,-230.8051282051282,141
sarsa,1951,-230.75704766786262,137
sarsa,1952,-230.71157786885246,142
sarsa,1953,-230.66973886328725,149
sarsa,1954,-230.6315250767656,156
sarsa,1955,-230.61892583120203,206
sarsa,1956,-230.5741308793456,143
sarsa,1957,-230.52887072049054,142
sarsa,1958,-230.51889683350356,211
sarsa,1959,-230.5211842776927,235
sarsa,1960,-230.48061224489797,151
sarsa,1961,-230.44059153493114,152
sarsa,1962,-230.46483180428135,278
sarsa,1963,-230.44676515537444,195
sarsa,1964,-230.40885947046843,156
sarsa,1965,-230.37099236641222,156
sarsa,1966,-230.3265513733469,143
sarsa,1967,-230.28164717844433,142
sarsa,1968,-230.2505081300813,169
sarsa,1969,-230.21381411884204,158
sarsa,1970,-230.17258883248732,149
sarsa,1971,-230.1628614916286,211
sarsa,1972,-230.11967545638944,145
sarsa,1973,-230.0816016218956,155
sarsa,1974,-230.04559270516717,159
sarsa,1975,-230.0374683544304,214
sarsa,1976,-230.03744939271255,230
sarsa,1977,-230.03490136570562,225
sarsa,1978,-230.03033367037412,221
sarsa,1979,-230.03082364830723,231
sarsa,1980,-230.02121212121213,211
sarsa,1981,-230.02170620898536,231
sarsa,1982,-230.01564076690212,218
sarsa,1983,-230.01109430156328,221
sarsa,1984,-230.00907258064515,226
sarsa,1985,-230.0030226700252,218
sarsa,1986,-230.00402819738167,232
sarsa,1987,-230.00251635631605,227
sarsa,1988,-230.00452716297787,234
sarsa,1989,-229.96480643539468,151
sarsa,1990,-229.95979899497488,220
sarsa,1991,-229.95429432446008,219
sarsa,1992,-229.94779116465864,217
sarsa,1993,-229.94530858003012,225
sarsa,1994,-229.94132397191575,222
sarsa,1995,-229.90025062656642,148
sarsa,1996,-229.8932865731463,216
sarsa,1997,-229.885327991988,214
sarsa,1998,-229.87587587587586,211
sarsa,1999,-229.86593296648323,210
sarsa,2000,-229.862,222
sarsa,2001,-229.85457271364317,215
sarsa,2002,-229.85214785214785,225
sarsa,2003,-229.8472291562656,220
sarsa,2004,-229.84031936127744,216
sarsa,2005,-229.8344139650873,218
sarsa,2006,-229.79312063808575,147
sarsa,2007,-229.78525161933234,214
sarsa,2008,-229.77838645418328,216
sarsa,2009,-229.7690393230463,211
sarsa,2010,-229.76119402985074,214
sarsa,2011,-229.7553455992044,218
sarsa,2012,-229.7162027833002,151
sarsa,2013,-229.71087928464976,219
sarsa,2014,-229.66981132075472,147
sarsa,2015,-229.66004962779155,210
sarsa,2016,-229.65575396825398,221
sarsa,2017,-229.65542885473477,229
sarsa,2018,-229.6471754212091,213
sarsa,2019,-229.64190193164933,219
sarsa,2020,-229.60148514851485,148
sarsa,2021,-229.56011875309252,146
sarsa,2022,-229.5593471810089,228
sarsa,2023,-229.5185368264953,147
sarsa,2024,-229.51284584980237,218
sarsa,2025,-229.47358024691357,150
sarsa,2026,-229.46841066140178,219
sarsa,2027,-229.46225949679328,217
sarsa,2028,-229.4215976331361,147
sarsa,2029,-229.41843272548053,223
sarsa,2030,-229.4142857142857,221
sarsa,2031,-229.37370753323486,147
sarsa,2032,-229.3720472440945,226
sarsa,2033,-229.37579931136253,237
sarsa,2034,-229.3480825958702,173
sarsa,2035,-229.30761670761672,147
sarsa,2036,-229.27259332023576,158
sarsa,2037,-229.23269513991164,148
sarsa,2038,-229.1962708537782,155
sarsa,2039,-229.15497793035803,145
sarsa,2040,-229.11421568627452,146
sarsa,2041,-229.10583047525722,212
sarsa,2042,-229.06464250734575,145
sarsa,2043,-229.02398433675967,146
sarsa,2044,-229.01614481409,213
sarsa,2045,-228.9794621026895,154
sarsa,2046,-228.94281524926686,154
sarsa,2047,-228.90815828041036,158
sarsa,2048,-228.87255859375,156
sarsa,2049,-228.83748169838947,157
sarsa,2050,-228.79951219512196,151
sarsa,2051,-228.76304241833253,154
sarsa,2052,-228.72563352826512,152
sarsa,2053,-228.68826108134436,152
sarsa,2054,-228.68500486854919,222
sarsa,2055,-228.64768856447688,152
sarsa,2056,-228.6099221789883,151
sarsa,2057,-228.57510938259603,157
sarsa,2058,-228.5388726919339,154
sarsa,2059,-228.50412821758135,157
sarsa,2060,-228.46796116504854,154
sarsa,2061,-228.43085880640467,152
sarsa,2062,-228.39427740058196,153
sarsa,2063,-228.35724672806592,152
sarsa,2064,-228.3202519379845,152
sarsa,2065,-228.2823244552058,150
sarsa,2066,-228.2454017424976,152
sarsa,2067,-228.20803096274796,151
sarsa,2068,-228.17311411992264,156
sarsa,2069,-228.1358144030933,151
sarsa,2070,-228.10193236714977,158
sarsa,2071,-228.06615161757605,154
sarsa,2072,-228.02847490347492,150
sarsa,2073,-227.99179932465026,152
sarsa,2074,-227.95515911282547,152
sarsa,2075,-227.91951807228915,154
sarsa,2076,-227.88294797687863,152
sarsa,2077,-227.84641309581127,152
sarsa,2078,-227.8094321462945,151
sarsa,2079,-227.77489177489178,156
sarsa,2080,-227.7394230769231,154
sarsa,2081,-227.70639115809706,159
sarsa,2082,-227.67195004803074,156
sarsa,2083,-227.63562169947193,152
sarsa,2084,-227.6017274472169,157
sarsa,2085,-227.56642685851318,154
sarsa,2086,-227.5306807286673,153
sarsa,2087,-227.49305222807857,149
sarsa,2088,-227.4573754789272,153
sarsa,2089,-227.4207754906654,151
sarsa,2090,-227.38516746411483,153
sarsa,2091,-227.34959349593495,153
sarsa,2092,-227.3140535372849,153
sarsa,2093,-227.27998088867653,156
sarsa,2094,-227.24594078319006,156
sarsa,2095,-227.21145584725537,155
sarsa,2096,-227.17652671755727,154
sarsa,2097,-227.14115402956605,153
sarsa,2098,-227.1077216396568,157
sarsa,2099,-227.07432110528822,157
sarsa,2100,-227.0395238095238,154
sarsa,2101,-227.00428367444076,153
sarsa,2102,-226.96907706945765,153
sarsa,2103,-226.9348549690918,155
sarsa,2104,-226.90114068441065,156
sarsa,2105,-226.86745843230403,156
sarsa,2106,-226.83048433048432,149
sarsa,2107,-226.79496915045087,152
sarsa,2108,-226.7632827324478,160
sarsa,2109,-226.72735893788524,151
sarsa,2110,-226.69241706161137,153
sarsa,2111,-226.65513974419707,148
sarsa,2112,-226.61837121212122,149
sarsa,2113,-226.5821107430194,150
sarsa,2114,-226.55014191106906,159
sarsa,2115,-226.51489361702127,152
sarsa,2116,-226.47778827977316,148
sarsa,2117,-226.4435521965045,154
sarsa,2118,-226.40745986779982,150
sarsa,2119,-226.37328928739973,154
sarsa,2120,-226.33632075471698,148
sarsa,2121,-226.3031588873173,156
sarsa,2122,-226.26720075400564,150
sarsa,2123,-226.23598681111633,160
sarsa,2124,-226.2024482109228,155
sarsa,2125,-226.17035294117647,158
sarsa,2126,-226.13452492944498,150
sarsa,2127,-226.09732016925247,147
sarsa,2128,-226.0610902255639,149
sarsa,2129,-226.02442461249413,148
sarsa,2130,-225.98779342723006,148
sarsa,2131,-225.95072735804786,147
sarsa,2132,-225.91744840525328,155
sarsa,2133,-225.88279418659167,152
sarsa,2134,-225.84723523898782,150
sarsa,2135,-225.81077283372366,148
sarsa,2136,-225.7748127340824,149
sarsa,2137,-225.73935423490875,150
sarsa,2138,-225.70252572497662,147
sarsa,2139,-225.66573165030388,147
sarsa,2140,-225.6303738317757,150
sarsa,2141,-225.5978514712751,156
sarsa,2142,-225.56349206349208,152
sarsa,2143,-225.5268315445637,147
sarsa,2144,-225.49207089552237,151
sarsa,2145,-225.45827505827506,153
sarsa,2146,-225.43289841565704,171
sarsa,2147,-225.39729855612484,149
sarsa,2148,-225.3612662942272,148
sarsa,2149,-225.3261982317357,150
sarsa,2150,-225.28976744186048,147
sarsa,2151,-225.2556950255695,152
sarsa,2152,-225.2221189591078,153
sarsa,2153,-225.18857408267533,153
sarsa,2154,-225.15459610027855,152
sarsa,2155,-225.1197215777262,150
sarsa,2156,-225.08534322820037,151
sarsa,2157,-225.04960593416783,148
sarsa,2158,-225.0129749768304,146
sarsa,2159,-224.9796201945345,153
sarsa,2160,-224.94583333333333,152
sarsa,2161,-224.9106894956039,149
sarsa,2162,-224.87650323774284,151
sarsa,2163,-224.84327323162276,153
sarsa,2164,-224.80822550831792,149
sarsa,2165,-224.77413394919168,151
sarsa,2166,-224.74192059095105,155
sarsa,2167,-224.70742962621136,150
sarsa,2168,-224.67343173431735,151
sarsa,2169,-224.63762102351313,147
sarsa,2170,-224.60460829493087,153
sarsa,2171,-224.57070474435744,151
sarsa,2172,-224.5331491712707,143
sarsa,2173,-224.49654855039117,145
sarsa,2174,-224.46228150873966,150
sarsa,2175,-224.42896551724138,152
sarsa,2176,-224.39613970588235,153
sarsa,2177,-224.36150666054203,149
sarsa,2178,-224.32736455463728,150
sarsa,2179,-224.29371271225332,151
sarsa,2180,-224.26009174311926,151
sarsa,2181,-224.22650160476846,151
sarsa,2182,-224.1897341888176,144
sarsa,2183,-224.15437471369674,147
sarsa,2184,-224.11996336996336,149
sarsa,2185,-224.0837528604119,145
sarsa,2186,-224.05397987191216,159
sarsa,2187,-224.0146319158665,138
sarsa,2188,-223.97531992687385,138
sarsa,2189,-223.9396984924623,146
sarsa,2190,-223.9027397260274,143
sarsa,2191,-223.86353263350068,138
sarsa,2192,-223.82664233576642,143
sarsa,2193,-223.79252165982672,149
sarsa,2194,-223.7584320875114,149
sarsa,2195,-223.72072892938496,141
sarsa,2196,-223.68260473588342,140
sarsa,2197,-223.67819754210288,214
sarsa,2198,-223.67834394904457,224
sarsa,2199,-223.6825829922692,233
sarsa,2200,-223.64409090909092,139
sarsa,2201,-223.60881417537482,146
sarsa,2202,-223.5708446866485,140
sarsa,2203,-223.5338175215615,142
sarsa,2204,-223.49818511796732,145
sarsa,2205,-223.45895691609977,137
sarsa,2206,-223.45874886672712,223
sarsa,2207,-223.4263706388763,152
sarsa,2208,-223.38677536231884,136
sarsa,2209,-223.35129017655046,145
sarsa,2210,-223.32081447963802,156
sarsa,2211,-223.284486657621,143
sarsa,2212,-223.248191681736,143
sarsa,2213,-223.21373700858564,147
sarsa,2214,-223.17750677506774,143
sarsa,2215,-223.1390519187359,138
sarsa,2216,-223.1015342960289,140
sarsa,2217,-223.064050518719,140
sarsa,2218,-223.0302073940487,148
sarsa,2219,-222.99459215863,144
sarsa,2220,-222.9572072072072,140
sarsa,2221,-222.9558757316524,220
sarsa,2222,-222.9180918091809,139
sarsa,2223,-222.8803418803419,139
sarsa,2224,-222.84127697841726,136
sarsa,2225,-222.80449438202248,141
sarsa,2226,-222.76415094339623,133
sarsa,2227,-222.72519083969465,136
sarsa,2228,-222.6876122082585,139
sarsa,2229,-222.65051592642442,140
sarsa,2230,-222.6152466367713,144
sarsa,2231,-222.58000896458987,144
sarsa,2232,-222.5421146953405,138
sarsa,2233,-222.5038065382893,137
sarsa,2234,-222.46598030438676,138
sarsa,2235,-222.42639821029084,134
sarsa,2236,-222.38998211091234,141
sarsa,2237,-222.35851586946805,152
sarsa,2238,-222.32126899016978,139
sarsa,2239,-222.2840553818669,139
sarsa,2240,-222.25,146
sarsa,2241,-222.21686746987953,148
sarsa,2242,-222.1793041926851,138
sarsa,2243,-222.1399910833705,134
sarsa,2244,-222.102495543672,138
sarsa,2245,-222.0641425389755,136
sarsa,2246,-222.0280498664292,141
sarsa,2247,-221.99065420560748,138
sarsa,2248,-221.95240213523132,136
sarsa,2249,-221.91640729212983,141
sarsa,2250,-221.884,149
sarsa,2251,-221.84717903154154,139
sarsa,2252,-221.80994671403198,138
sarsa,2253,-221.77807367953838,150
sarsa,2254,-221.7413487133984,139
sarsa,2255,-221.7068736141907,144
sarsa,2256,-221.67375886524823,147
sarsa,2257,-221.6406734603456,147
sarsa,2258,-221.61337466784767,160
sarsa,2259,-221.57901726427622,144
sarsa,2260,-221.54424778761063,143
sarsa,2261,-221.5095090667846,143
sarsa,2262,-221.47524314765695,144
sarsa,2263,-221.44056562085726,143
sarsa,2264,-221.40371024734984,138
sarsa,2265,-221.36865342163355,142
sarsa,2266,-221.3442188879082,166
sarsa,2267,-221.33524481693868,201
sarsa,2268,-221.2985008818342,138
sarsa,2269,-221.27765535478184,174
sarsa,2270,-221.24845814977974,155
sarsa,2271,-221.22104799647732,159
sarsa,2272,-221.19410211267606,160
sarsa,2273,-221.1733391992961,174
sarsa,2274,-221.1486367634125,165
sarsa,2275,-221.12263736263736,162
